"title","writer","pony","dialog"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Twilight Sparkle","Oh, well, that is very... kind of you?"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Rainbow Dash","Tell you what. It's almost time for your freestyle training. Why don't you grab her and show us what you got?"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Sky Stinger","Yes! Prepare to be impressed!"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Sky Stinger","By me."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Sky Stinger","Like I said, Vapor still needs work."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Twilight Sparkle","Well, he may be full of himself, but I have to admit, Sky is an excellent flyer. He must have shot up two hundred feet!"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Rainbow Dash","But did you see Vapor Trail? Her wing was under his. I think she gave him a boost."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Twilight Sparkle","I guess I didn't even notice Vapor. I was too busy watching Sky."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Twilight Sparkle","[gasps] I think you're right! Vapor just created a gust of wind that caught Sky's wing at a forty-five degree angle, propelling him into a flipping loop! [beat] Somepony paid attention in class!"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Rainbow Dash","Sky obviously has no idea he's not actually amazingly awesome."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Twilight Sparkle","And Vapor's so busy making her friend look good, she's not focused on her own flying at all. [gasps] This must be our friendship problem! And there's only one thing to do!"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Twilight Sparkle","You don't want to tell them?"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Rainbow Dash","Of course not! Flying is like thirty percent skill and seventy percent confidence! You can't mess with a flyer's confidence!"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Twilight Sparkle","But you can't improve if you don't think you have to! Besides, Vapor's keeping a pretty big secret from Sky, and that could lead to trouble!"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Rainbow Dash","Yeah, but if we tell them that they've been holding each other back, that could be trouble too!"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Sky Stinger","Ah, I nailed that flipping loop. I'm actually surprised you're still here. Thought I blew you away."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Vapor Trail","[out of breath] You were... great, Sky."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Spitfire","Come on, Vapor Trail! You're gonna have to build up your endurance if you want a shot at the Academy! Wonderbolts don't get winded! Angel Wings, you call that cloud-busting?! That cloud barely knew you were there! I love my job."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Sky Stinger","We'll keep working, and who knows? One day, you might come close to being almost as good as me."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Sky Stinger","You do have a really great sneeze."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Vapor Trail","Thanks, Sky, but I don't think I can sneeze my way into the Academy. [sighs] I'm pretty beat. I'm gonna hit the showers."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Sky Stinger","You have to help her."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Twilight Sparkle","Actually, she's not the one<U+0097>"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Rainbow Dash","Will do!"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Rainbow Dash","Hey, you did great. You're a really strong flyer."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Vapor Trail","Uh, me?"
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Twilight Sparkle","Vapor Trail, we know what you've been doing."
"Top Bolt","Joanna Lewis & Kristine Songco; story by Meghan McCarthy, Joanna Lewis, & Kristine Songco","Rainbow Dash","You've been doing great!"
